no,tango,kana,en,zh,vi
1657,途切れる,とぎれる,"Break off, cut out",中断、间断,bị ngắt quãng
1658,説く,とく,Explain,阐述、说明,thuyết giảng
1659,研ぐ,とぐ,Sharpen,磨快,mài
1660,遂げる,とげる,Achieve,取得、达到,"hoàn thành, đạt được"
1661,とじる,,Gather together (papers),订上,đóng thành tập
1662,途絶える,とだえる,"Cease, end",中断、断绝,ngừng lại
1663,滞る,とどこおる,"Be delayed, leave undone / Be overdue",延迟、耽误；拖欠,đình trệ / trễ hạn trả tiền
1664,整える,ととのえる,Make neat / Prepare,整理；准备好、调整好,chỉnh sửa / chuẩn bị
1665,唱える,となえる,Intone / Advocate,诵念；提倡、主张,nói thành lời / cương quyết
1666,とぼける,,Play dumb,装傻、佯装不知,giả ngơ
1667,富む,とむ,Abound in,富有、丰富,"có rất nhiều, giàu về"
1668,取り込む,とりこむ,Take in,收进、拿入,lấy vào trong
1669,取り締まる,とりしまる,Crack down,取缔,"quản lý, chỉ đạo, kiểm soát"
1670,取り調べる,とりしらべる,Investigate,详细调查、审讯,"điều tra, xét hỏi"
1671,取り立てる,とりたてる,"Collect, wring out (a payment) / Appoint",催缴、征收；提拔、提升,thu tiền / bổ nhiệm
1672,取り次ぐ,とりつぐ,"Act as agent for, transfer (a call)",传达、转达,"báo lại với, chuyển điện thoại cho"
1673,取り除く,とりのぞく,Remove,去除、剔掉,"lấy ra, bỏ ra"
1674,取り巻く,とりまく,Surround,包围、围住,bao vây
1675,取り寄せる,とりよせる,"Order, send away for",索取、订购,kéo lại gần / đặt mua
1676,嘆く,なげく,"Sigh, lament",哀叹、叹息,đau buồn / thương tiếc
1677,投げ出す,なげだす,"Throw out / Throw up, abandon",丢、扔出去；放弃,ném ra / từ bỏ
1678,和む,なごむ,Be calmed,缓和、平静,"trở nên bình lặng, dịu lại"
1679,なす,,"Be, constitute",形成、构成,"hình thành, tạo nên, đạt được"
1680,懐く,なつく,Be attached to,亲近,"gần gũi với, thân với"
1681,名付ける,なづける,Name,命名、起名,đặt tên
1682,涙ぐむ,なみだぐむ,Be moved to tears,含泪,"rưng rưng, rớm lệ"
1683,悩ます,なやます,"Torment, plague",折磨、令人烦恼,"hành hạ, gây phiền hà, quấy rối"
1684,倣う,ならう,"Follow, copy",模仿、仿照,"đi theo, làm theo"
1685,握り締める,にぎりしめる,Hold tightly onto,紧握、握紧,"nắm chặt, xiết chặt"
1686,にぎわう,,Bustle with,热闹,nhộn nhịp
1687,担う,になう,"Bear, shoulder",肩负、担负,gánh vác
1688,鈍る,にぶる,Lose your edge,变得迟钝、迟缓,"cùn, chậm đi, yếu đi"
1689,抜かす,ぬかす,Leave out,漏掉,"bỏ qua, bỏ sót"
1690,抜け出す,ぬけだす,"Bunk, run away",溜走,lẻn ra / rụng
1691,ねだる,,Pester,强求、死乞白赖地要求,"dụ dỗ, nài nỉ"
1692,粘る,ねばる,Be sticky / Stick at,黏；坚持不懈,dính vào / kiên trì trong thời gian dài
1693,逃す,のがす,Miss out on,错过,bỏ lỡ
1694,臨む,のぞむ,Face,面临、面朝；参加、出席,hướng ra / đối mặt
1695,乗っ取る,のっとる,"Take over, seize, hijack",劫持、夺取,thâu tóm / đánh chiếm
1696,乗り越える,のりこえる,"Get over, overcome",越过、跨过；战胜、克服,leo qua / vượt qua
1697,はう,,Crawl,爬,bò
1698,映える,はえる,"Shine, stand out",映照；耀眼、夺目,sáng lên / nổi bật
1699,はかどる,,Make progress,进展顺利,tiến triển thuận lợi
1700,図る,はかる,"Plan, aim to",计划、谋求,lên kế hoạch
1701,諮る,はかる,Consult,咨询,"hỏi ý kiến, tham vấn"
1702,励む,はげむ,Work hard,勤奋、卖力,"phấn đấu, toàn tâm cho"
1703,化ける,ばける,Be transformed into,变、化,biến thành
1704,はじく,,Pluck (string) / Flick (fingers),弹,"búng, gảy"
1705,恥じる,はじる,Feel ashamed,羞愧,thấy xấu hổ
1706,弾む,はずむ,Bounce,弹起、反弹,nảy lên
1707,発する,はっする,Emit,发出、散发；发布,"xuất phát, bắt nguồn / phát đi"
1708,ばてる,,Be exhausted,累垮、筋疲力尽,kiệt sức
1709,跳ねる,はねる,"Bound, hop, spatter",跳、跳跃；溅、飞溅,nhảy / văng ra
1710,はまる,,Be suited for / Be absorbed in,嵌入；陷入、沉迷,gắn vào vừa khít / ghiền
1711,早める,はやめる,Bring forward,提前、提早,dời lên sớm hơn
1712,ばらす,,Take apart,拆开、拆解,tháo rời
1713,ばらまく,,"Scatter, spread around",散布、撒（钱等）,rải / vung tiền
1714,ばれる,,Be found out,败露、暴露,"bị lộ ra, bị phát hiện"
1715,引き上げる,ひきあげる,Raise,拉上来、打捞；提高,trục vớt / nâng lên
1716,率いる,ひきいる,Lead,带领、率领,dẫn đi
1717,引きこもる,ひきこもる,Hide yourself away,闷、窝,ở lì trong nhà / lui về ở
1718,引き下げる,ひきさげる,Lower,降低,"cắt giảm, hạ thấp"
1719,引き締める,ひきしめる,Tighten,拉紧、勒紧；紧缩、缩减,"xiết chặt / căng thẳng, thắt chặt"
1720,引きずる,ひきずる,"Drag / Never forget, dwell on",拖、拽；无法忘记、一直处于……的阴影中,"kéo lê, lôi đi / day dứt mãi"
1721,引き継ぐ,ひきつぐ,Take over,接替、继承,"đảm nhận, kế thừa"
1722,引き取る,ひきとる,Retire / Take in and care for,回去；赡养、领到身边来,"lấy lại, rời khỏi / đón nhận"
1723,びくびくする,,Tremble,战战兢兢、提心吊胆,lo sợ
1724,潜む,ひそむ,Lurk,隐藏、躲藏,ẩn núp
1725,浸す,ひたす,Immerse,浸、浸泡,"ngâm, làm ướt"
1726,冷やかす,ひやかす,Tease,戏弄、取笑,trêu chọc
1727,ひらめく,,Hit upon (an idea),闪念、闪现,(ý nghĩ) hiện ra trong đầu
1728,膨れる,ふくれる,"Swell, bulge",鼓出、膨胀,phồng lên
1729,老ける,ふける,Age,上年纪,già đi
1730,更ける,ふける,Go on till late (at night),（夜）深、（夜）阑,"khuya, muộn"
1731,ふさがる,,Be blocked,阻塞、堵塞,bị chặn
1732,伏せる,ふせる,Lie down,趴下,"úp xuống, cúi xuống"
1733,踏まえる,ふまえる,Base on,根据、依据,dựa trên
1734,踏み切る,ふみきる,"Take a step, embark, jump",决意；起跳,quyết định / dậm nhảy
1735,踏み込む,ふみこむ,Step into / Go into in depth,用力踩；深入,đạp chân xuống / đi sâu vào trọng tâm
1736,振るう,ふるう,"Show, display",施展、发挥,"sử dụng, thể hiện (sức mạnh), phát huy đầy đủ"
1737,振る舞う,ふるまう,"Behave, act",动作、呈现出……的举动,hành xử
1738,触れ合う,ふれあう,Come into contact,互相接触,kết thân
1739,隔たる,へだたる,Be distant,相隔,cách xa / cách biệt lớn
1740,へりくだる,,Be humble,谦虚、谦逊,"khiêm tốn, khiêm nhường"
1741,経る,へる,"Elapse, pass through",历经；经由,trải qua / đi qua
1742,報じる/報ずる,ほうじる/ほうずる,Report,报告、报道,đưa tin
1743,葬る,ほうむる,Bury,埋葬、安葬,chôn cất
1744,放り込む,ほうりこむ,Throw in,丢进、扔入,ném vào
1745,放り出す,ほうりだす,Throw out / Quit,丢出、抛出；丢开、丢下,ném ra ngoài / bỏ bê
1746,ぼける,,"Be confused, befuddled",迟钝、恍惚,"mụ mị, lơ mơ"
1747,誇る,ほこる,"Be proud, boast",骄傲、自豪,"tự hào, vinh dự"
1748,施す,ほどこす,Apply / Perform,施与、施舍；施加,"ban tặng, thực hiện, đính thêm vào"
1749,ぼやく,,Grumble,嘟囔、发牢骚,phàn nàn
1750,ぼやける,,Blur,模糊、模糊不清,mờ đi
1751,滅びる,ほろびる,Die out,消失、灭绝,sụp đổ / tuyệt chủng / thất truyền
1752,舞う,まう,Dance,舞、跳舞,múa
1753,巻き込む,まきこむ,Involve,牵连、连累,cuốn vào
1754,紛れる,まぎれる,Get mixed in with,混淆、混杂,lẫn vào
1755,まごつく,,Be confused,张皇失措、慌慌张张,"lúng túng, bối rối"
1756,勝る,まさる,Outperform,胜过,vượt hơn
1757,交える,まじえる,Mix in,掺杂、夹杂,"pha lẫn, trao đổi"
1758,交わる,まじわる,Cross / Associate with,相交、交叉；交往,giao nhau / giao du
1759,またがる,,"Sit astride, straddle",骑、跨；横跨、跨越,ngồi dạng chân 2 bên / trải dài qua 2 nơi
1760,またぐ,,Straddle,跨过,bước qua
1761,待ち望む,まちのぞむ,Anticipate,盼望、殷切希望,mong ngóng
1762,祭る,まつる,Enshrine,供奉,thờ cúng
1763,惑わす,まどわす,Mislead,迷惑、欺骗,"làm lạc hướng, gây nhầm lẫn"
1764,免れる,まぬかれる/まぬがれる,"Escape, be spared",避免、免受,"thoát khỏi, tránh được"
1765,丸める,まるめる,Make a ball,弄圆、揉成团,vo tròn
1766,見合わせる,みあわせる,"Put off, postpone",延期、延迟,"bị hoãn, bị hủy"
1767,見失う,みうしなう,Lose sight of,看丢,mất dấu
1768,見落とす,みおとす,"Miss, overlook",看漏、忽略,nhìn sót
1769,見せびらかす,みせびらかす,Show off,炫耀、显摆,khoe khoang
1770,満たす,みたす,Fill,填满、装满,rót đầy
1771,乱す,みだす,"Disturb, disrupt",弄乱、打乱,gây rối
1772,導く,みちびく,Lead,指导、教导；指引,chỉ dẫn / đưa...đến
1773,見積もる,みつもる,Estimate,估算,"ước tính, ước lượng"
1774,見なす,みなす,Regard as,视作、当作,xem là
1775,見習う,みならう,Emulate,仿效、学习,học theo
1776,見逃す,みのがす,Miss / Turn blind eye to,看漏、视而不见；饶恕、放过,bỏ lỡ / làm ngơ cho
1777,見計らう,みはからう,Choose your time,适当估计、估摸,lựa chọn thời cơ hay đồ vật thích hợp
1778,見張る,みはる,Watch out for / Open eyes wide,监视；瞠目而视、瞪大眼睛看,"canh giữ, mở to mắt"
1779,見分ける,みわける,Distinguish,辨别、鉴别,phân biệt
1780,見渡す,みわたす,Look over,环视,nhìn khắp
1781,結び付ける,むすびつける,Tie up,系、拴上,cột vào / tạo mối liên hệ
1782,群がる,むらがる,Cluster,聚集、成群,"tụ họp, nhóm lại"
1783,恵む,めぐむ,"Bestow, bless",施舍、周济,"ban ơn, bố thí"
1784,めくる,,Turn over,翻,lật
1785,巡る,めぐる,Go around,巡游、寻访,đi vòng quanh
1786,設ける,もうける,"Provide, set up",设置、设立,"cung cấp, tổ chức, lập ra"
1787,申し入れる,もうしいれる,Propose,提议、要求,"đề nghị, đề xuất"
1788,申し出る,もうしでる,Offer,提出、申述,"ngỏ ý, đề xuất (nguyện vọng, ý kiến, yêu cầu)"
1789,もがく,,"Writhe, struggle",挣扎,giãy giụa
1790,もたらす,,"Bring, cause",带来,"mang đến, dẫn đến"
1791,もたれる,,Lean back / Have a heavy feeling (stomach),倚靠；积食、不消化,dựa vào / làm đầy bụng
1792,もつれる,,Get entangled,不听使唤；纠纷、纠葛,vướng vào nhau / rối rắm
1793,もてなす,,"Welcome, host",招待、接待,tiếp đãi
1794,もめる,,Fall out with,发生纠纷、发生争执,"bất hòa, cãi vã"
1795,催す,もよおす,"Hold, organize / Have a feeling",举办、主办；感觉要……,tổ chức / cảm thấy
1796,漏らす,もらす,Wet / Leak,尿床、尿裤子；泄露、透露,làm rò rỉ / để lộ
1797,養う,やしなう,"Support, nurture / Build up (skill)",养活、供养；培养,nuôi / trau dồi
1798,病む,やむ,"Ail, suffer",生病、得病,mắc bệnh
1799,やり遂げる,やりとげる,"Accomplish, complete",完成、干到最后,"làm xong, hoàn thành"
1800,和らげる,やわらげる,Relieve,使缓和、缓解,"làm dịu, an ủi, tiết chế"
1801,有する,ゆうする,"Have, possess",有、具备,"có, sở hữu"
1802,ゆがむ,,Warp,歪、变形,"méo mó, biến dạng, cong vênh"
1803,行き詰まる,ゆきづまる,"Bog down, be going nowhere",停滞不前、陷入僵局,bế tắc
1804,揺るがす,ゆるがす,Shake,震撼、撼动,"rung lắc, chấn động"
1805,緩める,ゆるめる,"Loosen, relax / Slow down",松、松缓；放缓、放慢,nới lỏng / chậm lại
1806,要する,ようする,"Take, require",需要、必须,cần
1807,よける,,"Dodge, avoid",躲避、避开,"tránh, né"
1808,横たわる,よこたわる,Lie down,横躺、横卧,nằm xuống
1809,装う,よそおう,Dress / Feign,打扮、穿戴；装、假装,"mặc, phục sức / giả vờ, tỏ vẻ"
1810,酔っぱらう,よっぱらう,Get drunk,烂醉、酩酊大醉,say xỉn
1811,よみがえる,,"Revive, bring back to life",复苏、苏醒；恢复,hồi sinh / hồi phục
1812,よる,,Be caused by,因、由于,do
1813,弱る,よわる,Weaken / Have trouble,衰弱、虚弱；为难,"yếu đi / lúng túng, khốn đốn"
1814,論じる/論ずる,ろんじる/ろんずる,"Argue, discuss",论述、阐述,"luận về, diễn giải"
1815,湧く,わく,"Bubble, crop up",涌、喷；产生,"chảy ra / trào dâng, hiện lên trong lòng"
1816,患う,わずらう,"Suffer from, be ill with",患病、生病,mắc bệnh
1817,わびる,,Apologize,谢罪、道歉,xin lỗi
1818,割り当てる,わりあてる,Assign,分配、分摊,"phân bổ, chia phần"
1819,割り切る,わりきる,Take a clear-cut attitude to,想开、想通,suy nghĩ rạch ròi (không lẫn tình cảm cá nhân vào)
1820,割り切れる,わりきれる,Divide,除尽、整除,chia hết cho
1821,割り込む,わりこむ,"Break in, interrupt",插嘴、插队,chen vào
1822,愛らしい,あいらしい,Adorable,可爱的,đáng yêu
1823,厚かましい,あつかましい,"Forward, presumptuous",厚颜无耻的、厚脸皮的,"trơ trẽn, mặt dày"
1824,あっけない,,Disappointing,草率的、不尽兴的,"gây thất vọng, hụt hẫng"
1825,危うい,あやうい,"In danger, at risk",危险的、危急的,nguy hiểm
1826,荒っぽい,あらっぽい,Rough,粗暴的、粗野的,"thô bạo, cẩu thả"
1827,勇ましい,いさましい,Brave,勇敢的、勇猛的,"can trường, bạo gan, hùng tráng"
1828,痛ましい,いたましい,Tragic,惨不忍睹的、令人痛心的,"bi thảm, thảm khốc"
1829,著しい,いちじるしい,Remarkable,明显的、显著的,đáng chú ý
1830,卑しい,いやしい,Wretched,卑鄙的、品质恶劣的,"tham lam, đê tiện"
1831,いやらしい,,Loathesome,讨厌的、令人不快的,"đáng ghét, gây khó chịu"
1832,疑わしい,うたがわしい,Doubtful,不可信的、靠不住的,"đáng nghi, không chắc chắn"
1833,うっとうしい,,Dismal / Annoying,阴沉的、郁闷的；令人厌烦的、麻烦的,"ảm đạm, mù mịt / vướng víu, phiền phức"
1834,思いがけない,おもいがけない,Unexpected,意想不到的、意外的,"không ngờ, không mong đợi"
1835,堅苦しい,かたくるしい,"Starchy, formal",死板的、拘谨的,"cứng nhắc, căng thẳng"
1836,かなわない,,Be no match for,敌不过的、不能匹敌的,"không tương xứng, không bằng"
1837,くすぐったい,,Tickle,痒痒的,nhột
1838,くどい,,Tedious,唠叨的、喋喋不休的,"tẻ nhạt, dài dòng"
1839,汚らわしい,けがらわしい,Filthy,污秽的、恶心的,"kinh tởm, khả ố"
1840,煙たい,けむたい,Smoky / Feel uncomfortable around,呛人、熏人的；令人发怵的,mù mịt (do khói) / khó chịu
1841,心地よい,ここちよい,Comfortable,舒畅的、舒适的,"khoan khoái, dễ chịu"
1842,心強い,こころづよい,Reassuring,心里有底的、胆壮的,"vững dạ, yên lòng"
1843,心細い,こころぼそい,"Feel helpless, alone",心中不安的、心中没底的,cô đơn
1844,快い,こころよい,Pleasant,心情舒畅的、心旷神怡的；爽快的,"thoải mái, du dương / sẵn lòng"
1845,好ましい,このましい,Favorable,令人喜欢的、感觉良好的,"tốt, đẹp, dễ chịu"
1846,渋い,しぶい,Bitter / Sober,涩口的；素雅的,"chát / (màu) nền nã, giản dị"
1847,すがすがしい,,"Refreshing, bracing",清爽的、凉爽的,mát mẻ
1848,すさまじい,,"Awesome, terrific",猛烈的、惊人的,"ghê sợ, khủng khiếp"
1849,素早い,すばやい,Quick,迅速的、敏捷的,nhanh chóng
1850,切ない,せつない,"Sad, painful",难受的、痛苦的,đau buồn
1851,そっけない,,"Brusque, curt",冷淡的,"lạnh lùng, cộc lốc"
1852,たくましい,,"Strong, sturdy",健壮的；旺盛的,"có cơ bắp, cường tráng / bất khuất, kiên cường"
1853,頼りない,たよりない,Unreliable,靠不住的、不可靠的,không đáng tin
1854,だるい,,Listless,懒倦的、疲软的,uể oải
1855,でかい,,Huge,大的（口语）,to bự (dùng trong văn nói)
1856,手早い,てばやい,Quick,麻利的、敏捷的,nhanh nhạy
1857,尊 （貴）い,とうとい/たっとい,"Noble, valuable",尊贵的、值得尊敬的；珍贵的、贵重的,"cao quý, đáng trân trọng / quý giá"
1858,乏しい,とぼしい,"Scarce, limited",不足的、缺乏的,"hiếm, ít"
1859,とんでもない,,"Unbelievable, outrageous / Not at all",岂有此理的、极其荒唐的；哪里的话,"thái quá, tàn nhẫn / đâu có, không sao"
1860,情けない,なさけない,Deplorable,无法同情的、可悲可叹的,đáng thất vọng
1861,情け深い,なさけぶかい,Compassionate,富于同情心的、热心肠的,"từ bi, nhân từ"
1862,名高い,なだかい,"Famous, noted",有名的、著名的,nổi danh
1863,何気ない,なにげない,"Casual, nonchalant",无意的、无心的,"hờ hững, thờ ơ, vô tình"
1864,悩ましい,なやましい,Vexing / Captivating,烦恼的、愁人的；迷人的、令人神魂颠倒的,khổ sở / quyến rũ
1865,なれなれしい,,Over-familiar,熟不拘礼的、过分亲昵的,"thân thiết, thân mật"
1866,根強い,ねづよい,"Firmly rooted, deep-seated",深的、不易动摇的,"bền bỉ, ngoan cường"
1867,粘り強い,ねばりづよい,Tenacious,坚持不懈的、有毅力的,kiên trì
1868,望ましい,のぞましい,Desirable,符合希望的、理想的,"được khuyên, được mong muốn"
1869,ばかばかしい,,"Silly, foolish",毫无价值的、非常愚蠢的,ngốc nghếch
1870,甚だしい,はなはだしい,"Severe, heavy, great",很、非常,"cực độ, to lớn"
1871,華々しい,はなばなしい,"Spectacular, magnificent",华丽的、轰轰烈烈的,"rực rỡ, vinh quang"
1872,久しい,ひさしい,Long time (since),好久的、许久的,lâu
1873,平たい,ひらたい,Flat,平坦的,phẳng
1874,分厚い,ぶあつい,Thick,很厚的,dày
1875,紛らわしい,まぎらわしい,Confusing,容易混淆的、易弄错的,"dễ nhầm lẫn, mơ hồ"
1876,見苦しい,みぐるしい,"Unworthy, shabby",不体面的、丢脸的,đáng xấu hổ
1877,みっともない,,"Unbecoming, shabby",不像样的、难看的,"đáng xấu hổ, khó coi"
1878,むなしい,,"In vain, ineffectual, empty",空虚的、无意义的,tuyệt vọng
1879,目覚ましい,めざましい,Remarkable,惊人的、特别突出的,"ấn tượng, đáng kể"
1880,もろい,,"Fragile, frangible",脆的、易碎的,"giòn, dễ vỡ, mỏng manh"
1881,安っぽい,やすっぽい,"Cheap-looking, tawdry",不值钱的、看起来像便宜货的,trông rẻ tiền
1882,やむをえない,,Unavoidable,不得已的、不得不的,không tránh khỏi
1883,煩わしい,わずらわしい,Bothersome,烦琐的、麻烦的,"khó chịu, phiền hà"
1884,鮮やか,あざやか,"Vivid, bright",鲜艳的、鲜明的,"tươi sáng, sống động"
1885,あべこべ,,"Wrong way round, back to front",颠倒的、相反的,"ngược, nhầm"
1886,あやふや,,"Unsure, hazy",不清楚的、模棱两可的,"mơ hồ, không chắc chắn"
1887,いいかげん,,"Sloppy, irresponsible",马马虎虎的、敷衍的,"bất cẩn, vô trách nhiệm"
1888,違法,いほう,Illegal,违法的,trái luật
1889,陰気,いんき,Gloomy,阴暗的、阴沉的,ảm đạm
1890,インターナショナル,,International,国际的,tính quốc tế
1891,エレガント,,Elegant,高雅的、优雅的,thanh lịch
1892,円滑,えんかつ,Smooth,顺畅的、顺利的,"thông suốt, thuận lợi"
1893,円満,えんまん,"Amicable, happy",圆满的,"hòa hợp, tốt đẹp"
1894,大柄,おおがら,"Heavily built, of large stature / Large pattern",身材高大的；大花样的、大花纹的,to con / to bản
1895,大げさ,おおげさ,Exaggerated,夸张的、夸大的,"phóng đại, cường điệu"
1896,大まか,おおまか,"Rough, general",粗略的,"tổng thể, khái quát"
1897,おおらか,,Easy-going,大度的、豁达的,"hào phóng, rộng lượng"
1898,臆病,おくびょう,Timid,胆小的、胆怯的,"nhút nhát, hèn nhát"
1899,厳か,おごそか,"Dignified, solemn",庄严的、严肃的,trang nghiêm
1900,愚か,おろか,Stupid,愚蠢的,"ngu ngốc, khờ dại"
1901,おろそか,,Negligent,敷衍的、马虎的,"bê bối, cẩu thả"
1902,温厚,おんこう,Good-natured,温厚的,"tốt bụng, hiền dịu"
1903,温和,おんわ,"Mild, genial",温和的,ôn hòa
1904,格別,かくべつ,Exceptional,格外的、特别的,"đặc biệt, khác biệt"
1905,過激,かげき,"Radical, extreme",过激的,"quyết liệt, cao độ, gay gắt"
1906,過剰,かじょう,Excessive,过剩的,dư thừa
1907,かすか,,"Vague, faint",微小的、微弱的,"mờ nhạt, nhẹ nhàng"
1908,画期的,かっきてき,Epochal,划时期的、划时代的,"mở mang thời đại, có tính bước ngoặt"
1909,過密,かみつ,"Congested, tight",过密的、过满的,"đông đúc, chật chội / dày đặc"
1910,簡易,かんい,Simple,简易的,"đơn giản, đơn sơ"
1911,簡潔,かんけつ,Concise,简洁的,"súc tích, khúc chiết"
1912,頑丈,がんじょう,Sturdy,坚固的,chắc chắn
1913,肝心,かんじん,Vital,重要的,"cần thiết, quan trọng"
1914,簡素,かんそ,Simple,简朴的、简单朴素的,"đơn sơ, giản dị"
1915,寛大,かんだい,Magnanimous,宽大的,"khoan dung, rộng lượng"
1916,完璧,かんぺき,Perfect,完美的、完美无缺的,hoàn hảo
1917,きちょうめん,,Methodical,一丝不苟的、规规矩矩的,"chính xác, ngăn nắp, có phương pháp"
1918,気まぐれ,きまぐれ,Capricious,心情易变的、随性的,"thất thường, dễ thay đổi"
1919,凶悪,きょうあく,Heinous,穷凶极恶的、凶恶的,"hung ác, tàn nhẫn, dã man"
1920,驚異的,きょういてき,Astonishing,惊人的、令人瞠目的,"kỳ diệu, thần kỳ"
1921,強硬,きょうこう,"Firm, strong",强硬的、坚决的,"vững chắc, cứng rắn"
1922,強烈,きょうれつ,"Intense, fierce, pungent",强烈的,"khốc liệt, nghiêm trọng, mạnh"
1923,清らか,きよらか,"Clean, pure",清澈的,tinh khiết
1924,クール,,"Cool, impassive",冷静的、不为所动的,trầm tĩnh
1925,グローバル,,Global,全球的,có tính toàn cầu
1926,軽快,けいかい,Light,轻快的,nhẹ nhàng
1927,軽率,けいそつ,Reckless,轻率的、草率的,"bất cẩn, khinh suất"
1928,劇的,げきてき,Dramatic,戏剧性的、扣人心弦的,kịch tính
1929,厳格,げんかく,Strict,严格的、严肃的,nghiêm khắc
1930,健在,けんざい,In good health,健在的,(sống) mạnh khỏe
1931,健全,けんぜん,Sound,健全的,vững mạnh
1932,幻想的,げんそうてき,Fantastical,幻想的、梦幻般的,"mơ mộng, huyền ảo"
1933,厳密,げんみつ,"Strict, rigorous",严密的、严格的,"nghiêm ngặt, (nghĩa) hẹp, đen"
1934,強情,ごうじょう,"Obstinate, stubborn",固执的、顽固的,"ương ngạnh, cố chấp"
1935,好調,こうちょう,"In good condition, strong, buoyant",顺利的、良好的,"thuận lợi, (thể trạng) tốt"
1936,巧妙,こうみょう,Ingenious,巧妙的,"tinh xảo, tinh vi"
1937,小柄,こがら,Of small stature,小个子的、身材矮小的,nhỏ con
1938,孤独,こどく,Lonely,孤独的,cô độc
1939,細やか,こまやか,"Fine, detailed (attention)",细致的,"nồng hậu, nhiệt tình"
1940,根本的,こんぽんてき,Fundamental,根本的,"căn nguyên, căn bản"
1941,ささやか,,"Modest, small",微薄的,"nhỏ, khiêm tốn"
1942,早急,さっきゅう/そうきゅう,Urgent,尽早的,"nhanh chóng, gấp"
1943,残酷,ざんこく,"Cruel, brutal",残酷的,"tàn khốc, khốc liệt"
1944,自主的,じしゅてき,"Voluntary, independent",自主的,"tự chủ, tự phát"
1945,実質的,じっしつてき,"Substantive, de facto",实质性的,"thực chất, thực tế"
1946,質素,しっそ,"Plain, frugal",朴素的,"thanh đạm, giản dị"
1947,しなやか,,"Lissom, graceful",柔畅的、柔顺而优美的,uyển chuyển
1948,従順,じゅうじゅん,Obedient,顺从的、听话的,"ngoan ngoãn, phục tùng"
1949,柔軟,じゅうなん,"Flexible, supple",柔软的；灵活的、适应性强的,dẻo dai / linh hoạt
1950,主観的,しゅかんてき,Subjective,主观的,mang tính chủ quan
1951,詳細,しょうさい,Detailed,详细的,"chi tiết, tường tận"
1952,初歩的,しょほてき,Elementary,初步的、入门的,"vỡ lòng, sơ đẳng"
1953,神聖,しんせい,Sacred,神圣的,"thiêng liêng,  tôn nghiêm, thành kính"
1954,迅速,じんそく,"Fast, prompt",迅速的,"mau chóng, tức thời"
1955,健やか,すこやか,Healthy,健壮的、健康的,khỏe mạnh
1956,速やか,すみやか,"Prompt, quick",快速的、火速的,lập tức
1957,スムーズ/スムース,,Smooth,顺畅的、顺利的,"trôi chảy, thuận lợi"
1958,精巧,せいこう,Exquisite,精巧的,"kỹ lưỡng, tinh tế"
1959,誠実,せいじつ,Sincere,诚实的,chân thật
1960,盛大,せいだい,"Grand, splendid",盛大的、规模宏大的,hoành tráng
1961,正当,せいとう,"Right, legitimate",正当的,"chính đáng, đúng đắn"
1962,精密,せいみつ,Precise,精密的,"chính xác, tỉ mỉ, nghiêm ngặt"
1963,繊細,せんさい,Delicate,纤细的、细腻的,tinh tế
1964,先天的,せんてんてき,"Innate, hereditary",先天的,bẩm sinh
1965,全面的,ぜんめんてき,"Full, comprehensive",全面的,"toàn diện, toàn bộ"
1966,善良,ぜんりょう,"Decent, good",善良的,lương thiện
1967,相応,そうおう,"Suitable, fitting",相应的,"hợp lý, phù hợp"
1968,壮大,そうだい,Magnificent,宏大的、宏伟的,"vĩ đại, oai nghiêm"
1969,相対的,そうたいてき,Relative,相对的,tương đối
1970,素朴,そぼく,"Artless, simple",单纯的、天真的,"chất phác, ngây thơ, đơn giản"
1971,大胆,だいたん,Bold,大胆的、无畏的,"bạo dạn, táo bạo"
1972,対等,たいとう,Equal,对等的,"ngang bằng, bình đẳng"
1973,怠慢,たいまん,Negligent,怠慢的、玩忽职守的,lơ là
1974,巧み,たくみ,Ingenious,巧的、巧妙的,"khéo léo, điêu luyện"
1975,多彩,たさい,Varied,丰富多彩的、多样的,"đa sắc, đa dạng"
1976,妥当,だとう,Reasonable,妥当的、妥善的,hợp lý
1977,タフ,,Tough,顽强的、强壮的,cứng cỏi
1978,多忙,たぼう,Very busy,繁忙的、忙碌的,bận rộn
1979,短気,たんき,Short-tempered,性急的、急性子的,"nóng tính, thiếu kiên nhẫn"
1980,単調,たんちょう,Monotonous,单调的,"đơn điệu, tẻ nhạt"
1981,着実,ちゃくじつ,Steady,切实的、牢靠的,"vững chắc, đáng tin cậy"
1982,忠実,ちゅうじつ,Faithful,忠实的,trung thành
1983,著名,ちょめい,Famous,著名的,nổi tiếng
1984,定期的,ていきてき,Regular,定期的,định kỳ
1985,手近,てぢか,"Handy, at hand",手边的、普通常见的,"gần gũi, quen thuộc"
1986,独創的,どくそうてき,Creative,独创的,"sáng tạo, độc đáo"
1987,鈍感,どんかん,"Insensitive, obtuse",（感觉）迟钝的,"vô cảm, tối dạ"
1988,和やか,なごやか,Friendly,和谐的、其乐融融的,"bình yên, hòa hợp"
1989,なだらか,,Gentle (slope),平缓的,(dốc) thoai thoải
1990,にこやか,,Smiling,和蔼的、笑容满面的,tươi cười
1991,熱狂的,ねっきょうてき,Passionate,狂热的,cuồng nhiệt
1992,のどか,,"Idyllic, tranquil",恬静的、宁静的,"tĩnh lặng, bình yên"
1993,バーチャル,,Virtual,假想的、虚拟的,ảo
1994,ばくだい,,Enormous,庞大的、莫大的,"khổng lồ, to lớn"
